,Compound,A,B,r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,rhombohedral,orthorhombic,tetragonal,cubic
4152,SnTlO3,Sn,Tl,0.81,0.69,0.89,1.96,1.62,2.342369243,2.297683747,-2.090357143,0.682404361,0.635714286,0,1,0,0
4153,SnTmO3,Sn,Tm,0.81,0.69,0.88,1.96,1.25,2.342369243,2.119700811,-2.179821429,0.685397362,0.628571429,0,0,0,1
4154,SnUO3,Sn,U,0.81,0.69,0.89,1.96,1.38,2.342369243,2.0478,-2.159785714,0.682404361,0.635714286,0,0,0,1
4155,SnVO3,Sn,V,0.81,0.69,0.58,1.96,1.63,2.342369243,1.758039163,-1.54275,0.789245448,0.414285714,0,1,0,0
4156,SnWO3,Sn,W,0.81,0.69,0.66,1.96,2.36,2.342369243,1.7456,-1.472142857,0.758595139,0.471428571,0,0,0,1
4157,SnYO3,Sn,Y,0.81,0.69,0.9,1.96,1.22,2.342369243,2.235124352,-2.223642857,0.679437385,0.642857143,0,0,0,1
4158,SnYbO3,Sn,Yb,0.81,0.69,0.87,1.96,1.1,2.342369243,2.223980699,-2.205642857,0.688416734,0.621428571,0,1,0,0
4159,SnZnO3,Sn,Zn,0.81,0.69,0.74,1.96,1.65,2.342369243,2.096140752,-1.818107143,0.730236442,0.528571429,0,0,0,1
4160,SnZrO3,Sn,Zr,0.81,0.69,0.72,1.96,1.33,2.342369243,2.043777903,-1.875535714,0.737125465,0.514285714,0,0,1,0
4162,SrAgO3,Sr,Ag,1.44,1.18,0.95,0.95,1.93,2.768350558,2.488353231,-2.788535714,0.854546067,0.678571429,0,1,0,0
4163,SrAlO3,Sr,Al,1.44,1.18,0.54,0.95,1.61,2.768350558,1.892894405,-2.084785714,1.03514601,0.385714286,0,1,0,0
4164,SrAsO3,Sr,As,1.44,1.18,0.52,0.95,2.18,2.768350558,1.932227032,-1.749285714,1.045928781,0.371428571,0,0,1,0
4165,SrAuO3,Sr,Au,1.44,1.18,0.93,0.95,2.54,2.768350558,2.31369847,-2.432464286,0.861881227,0.664285714,0,1,0,0
4166,SrBO3,Sr,B,1.44,1.18,0.27,0.95,2.04,2.768350558,1.624661665,-1.291821429,1.202504945,0.192857143,0,0,0,1
4167,SrBaO3,Sr,Ba,1.44,1.18,1.35,0.95,0.89,2.768350558,2.64009357,-4.170535714,0.730248458,0.964285714,0,0,0,1
4168,SrBeO3,Sr,Be,1.44,1.18,0.45,0.95,1.57,2.768350558,1.803349248,-1.91475,1.085504464,0.321428571,0,0,1,0
4169,SrBiO3,Sr,Bi,1.44,1.18,0.9,0.95,2.02,2.768350558,2.215655462,-2.636357143,0.873123156,0.642857143,0,1,0,0
4170,SrCaO3,Sr,Ca,1.44,1.18,1.0,0.95,1.0,2.768350558,2.318139449,-3.372714286,0.836743024,0.714285714,0,0,0,1
4171,SrCdO3,Sr,Cd,1.44,1.18,0.95,0.95,1.69,2.768350558,2.286435201,-2.911964286,0.854546067,0.678571429,0,1,0,0
4172,SrCeO3,Sr,Ce,1.44,1.18,0.87,0.95,1.12,2.768350558,2.268642439,-3.035678571,0.884662228,0.621428571,0,1,0,0
4173,SrCoO3,Sr,Co,1.44,1.18,0.53,0.95,1.88,2.768350558,1.930310969,-1.92475,1.04050946,0.378571429,0,1,0,0
4174,SrCrO3,Sr,Cr,1.44,1.18,0.55,0.95,1.66,2.768350558,1.960053288,-2.08025,1.029837568,0.392857143,0,1,0,0
4175,SrCsO3,Sr,Cs,1.44,1.18,1.67,0.95,0.79,2.768350558,3.009747218,-4.899678571,0.654131355,1.192857143,0,0,0,1
4176,SrCuO3,Sr,Cu,1.44,1.18,0.68,0.95,1.9,2.768350558,2.005573846,-2.232142857,0.96547272,0.485714286,0,1,0,0
4177,SrDyO3,Sr,Dy,1.44,1.18,0.99,0.95,1.22,2.768350558,2.255580699,-3.238392857,0.840244041,0.707142857,0,1,0,0
4178,SrErO3,Sr,Er,1.44,1.18,0.89,0.95,1.24,2.768350558,2.250676638,-3.016321429,0.876935921,0.635714286,0,1,0,0
4179,SrEuO3,Sr,Eu,1.44,1.18,1.06,0.95,1.2,2.768350558,2.354367494,-3.396928571,0.816334658,0.757142857,0,0,0,1
4180,SrFeO3,Sr,Fe,1.44,1.18,0.59,0.95,1.83,2.768350558,1.999521816,-2.077535714,1.009137316,0.421428571,0,1,0,0
4181,SrGaO3,Sr,Ga,1.44,1.18,0.62,0.95,1.81,2.768350558,1.974643898,-2.151357143,0.994150128,0.442857143,0,0,0,1
4182,SrGdO3,Sr,Gd,1.44,1.18,0.94,0.95,1.2,2.768350558,2.28415608,-3.142785714,0.858197974,0.671428571,0,1,0,0
4183,SrGeO3,Sr,Ge,1.44,1.18,0.53,0.95,2.01,2.768350558,1.899964183,-1.857892857,1.04050946,0.378571429,0,0,0,1
4184,SrHfO3,Sr,Hf,1.44,1.18,0.71,0.95,1.3,2.768350558,2.027412322,-2.60425,0.95174562,0.507142857,0,1,0,0
4185,SrHgO3,Sr,Hg,1.44,1.18,1.11,0.95,2.0,2.768350558,2.323654714,-3.091392857,0.800073011,0.792857143,0,1,0,0
4186,SrHoO3,Sr,Ho,1.44,1.18,0.9,0.95,1.23,2.768350558,2.25865608,-3.042642857,0.873123156,0.642857143,0,1,0,0
4187,SrInO3,Sr,In,1.44,1.18,0.8,0.95,1.78,2.768350558,2.147680955,-2.548,0.912810572,0.571428571,0,1,0,0
4188,SrIrO3,Sr,Ir,1.44,1.18,0.63,0.95,2.2,2.768350558,2.009082787,-1.971964286,0.989252837,0.45,0,1,0,0
4189,SrKO3,Sr,K,1.44,1.18,1.38,0.95,0.82,2.768350558,2.723507129,-4.270071429,0.722368079,0.985714286,0,0,0,1
4190,SrLaO3,Sr,La,1.44,1.18,1.03,0.95,1.1,2.768350558,2.376509378,-3.384821429,0.826412864,0.735714286,0,1,0,0
4191,SrLiO3,Sr,Li,1.44,1.18,0.76,0.95,0.98,2.768350558,2.095547886,-2.874714286,0.929714472,0.542857143,0,0,0,1
4192,SrLuO3,Sr,Lu,1.44,1.18,0.86,0.95,1.27,2.768350558,2.209114963,-2.937357143,0.888576663,0.614285714,0,1,0,0
4193,SrMgO3,Sr,Mg,1.44,1.18,0.72,0.95,1.31,2.768350558,2.046489492,-2.620285714,0.947256254,0.514285714,0,1,0,0
4194,SrMnO3,Sr,Mn,1.44,1.18,0.53,0.95,1.55,2.768350558,2.16999357,-2.094464286,1.04050946,0.378571429,0,1,0,0
4195,SrMoO3,Sr,Mo,1.44,1.18,0.65,0.95,2.16,2.768350558,1.7893,-2.034892857,0.97960159,0.464285714,0,1,0,0
4196,SrNaO3,Sr,Na,1.44,1.18,1.02,0.95,0.93,2.768350558,2.425828064,-3.451071429,0.829827793,0.728571429,0,0,0,1
4197,SrNbO3,Sr,Nb,1.44,1.18,0.68,0.95,1.6,2.768350558,1.955055241,-2.386428571,0.96547272,0.485714286,0,1,0,0
4198,SrNdO3,Sr,Nd,1.44,1.18,0.98,0.95,1.14,2.768350558,2.320966993,-3.258357143,0.843774478,0.7,0,1,0,0
4199,SrNiO3,Sr,Ni,1.44,1.18,0.48,0.95,1.91,2.768350558,2.103725488,-1.803428571,1.068182584,0.342857143,0,1,0,0
4201,SrOsO3,Sr,Os,1.44,1.18,0.57,0.95,2.2,2.768350558,1.954921624,-1.844892857,1.019382365,0.407142857,0,1,0,0
4203,SrPbO3,Sr,Pb,1.44,1.18,0.78,0.95,2.33,2.768350558,2.362863567,-2.222785714,0.921184981,0.557142857,0,1,0,0
4204,SrPdO3,Sr,Pd,1.44,1.18,0.62,0.95,2.2,2.768350558,2.04250519,-1.950785714,0.994150128,0.442857143,0,1,0,0
4206,SrPrO3,Sr,Pr,1.44,1.18,0.85,0.95,1.13,2.768350558,2.340791612,-2.988178571,0.892525893,0.607142857,0,1,0,0
4207,SrPtO3,Sr,Pt,1.44,1.18,0.67,0.95,2.28,2.768350558,2.64390067,-2.015535714,0.97013684,0.478571429,0,1,0,0
4208,SrPuO3,Sr,Pu,1.44,1.18,0.83,0.95,1.28,2.768350558,2.226583834,-2.868678571,0.900530609,0.592857143,0,1,0,0
4209,SrRbO3,Sr,Rb,1.44,1.18,1.52,0.95,0.82,2.768350558,2.825996661,-4.566571429,0.687733993,1.085714286,0,0,0,1
4210,SrReO3,Sr,Re,1.44,1.18,0.63,0.95,1.9,2.768350558,1.98797081,-2.12625,0.989252837,0.45,1,0,0,0
4211,SrRhO3,Sr,Rh,1.44,1.18,0.6,0.95,2.28,2.768350558,2.001424352,-1.867285714,1.004091629,0.428571429,0,1,0,0
4212,SrRuO3,Sr,Ru,1.44,1.18,0.62,0.95,2.2,2.768350558,2.018753288,-1.950785714,0.994150128,0.442857143,0,1,0,0
4213,SrSbO3,Sr,Sb,1.44,1.18,0.68,0.95,2.05,2.768350558,2.075848892,-2.155,0.96547272,0.485714286,0,1,0,0
4214,SrScO3,Sr,Sc,1.44,1.18,0.75,0.95,1.36,2.768350558,2.074614707,-2.658107143,0.934038725,0.535714286,0,1,0,0
4215,SrSiO3,Sr,Si,1.44,1.18,0.4,0.95,1.9,2.768350558,1.783360927,-1.639142857,1.115657366,0.285714286,0,0,1,0
4216,SrSmO3,Sr,Sm,1.44,1.18,0.96,0.95,1.17,2.768350558,2.311832729,-3.200571429,0.85092511,0.685714286,0,1,0,0
4217,SrSnO3,Sr,Sn,1.44,1.18,0.69,0.95,1.96,2.768350558,2.052287148,-2.222464286,0.960853234,0.492857143,0,1,0,0
4218,Sr2O3,Sr,Sr,1.44,1.18,1.18,0.95,0.95,2.768350558,2.452968591,-3.779642857,0.778365604,0.842857143,0,0,0,1
4219,SrTaO3,Sr,Ta,1.44,1.18,0.68,0.95,1.5,2.768350558,1.956808277,-2.437857143,0.96547272,0.485714286,0,1,0,0
4220,SrTbO3,Sr,Tb,1.44,1.18,0.76,0.95,1.2,2.768350558,2.256932729,-2.761571429,0.929714472,0.542857143,0,1,0,0
4222,SrTeO3,Sr,Te,1.44,1.18,0.97,0.95,2.1,2.768350558,2.115491508,-2.743464286,0.847334708,0.692857143,1,0,0,0
4223,SrThO3,Sr,Th,1.44,1.18,0.94,0.95,1.3,2.768350558,2.246056043,-3.091357143,0.858197974,0.671428571,0,1,0,0
4224,SrTiO3,Sr,Ti,1.44,1.18,0.61,0.95,1.54,2.768350558,1.927848949,-2.269035714,0.999096149,0.435714286,1,0,0,0
4225,SrTlO3,Sr,Tl,1.44,1.18,1.2,0.95,1.62,2.768350558,2.297683747,-3.477428571,0.772378176,0.857142857,0,1,0,0
4226,SrTmO3,Sr,Tm,1.44,1.18,0.96,0.95,1.25,2.768350558,2.119700811,-3.159428571,0.85092511,0.685714286,0,1,0,0
4227,SrUO3,Sr,U,1.44,1.18,0.89,0.95,1.38,2.768350558,2.0478,-2.944321429,0.876935921,0.635714286,0,1,0,0
4228,SrVO3,Sr,V,1.44,1.18,0.58,0.95,1.63,2.768350558,1.758039163,-2.159214286,1.014233969,0.414285714,0,1,0,0
4229,SrWO3,Sr,W,1.44,1.18,0.66,0.95,2.36,2.768350558,1.7456,-1.953214286,0.974846242,0.471428571,0,0,0,1
4230,SrYO3,Sr,Y,1.44,1.18,0.9,0.95,1.22,2.768350558,2.235124352,-3.047785714,0.873123156,0.642857143,0,1,0,0
4231,SrYbO3,Sr,Yb,1.44,1.18,0.95,0.95,1.1,2.768350558,2.223980699,-3.215392857,0.854546067,0.678571429,0,1,0,0
4232,SrZnO3,Sr,Zn,1.44,1.18,0.74,0.95,1.65,2.768350558,2.096140752,-2.487785714,0.938403392,0.528571429,0,1,0,0
4233,SrZrO3,Sr,Zr,1.44,1.18,0.72,0.95,1.33,2.768350558,2.043777903,-2.61,0.947256254,0.514285714,0,1,0,0
4235,TaAgO3,Ta,Ag,0.74,0.68,0.95,1.5,1.93,2.293677806,2.488353231,-2.224428571,0.643918516,0.678571429,0,1,0,0
4236,TaAlO3,Ta,Al,0.74,0.68,0.54,1.5,1.61,2.293677806,1.892894405,-1.521214286,0.780004387,0.385714286,0,0,0,1
4237,TaAsO3,Ta,As,0.74,0.68,0.52,1.5,2.18,2.293677806,1.932227032,-1.332142857,0.788129433,0.371428571,0,0,0,1
4238,TaAuO3,Ta,Au,0.74,0.68,0.93,1.5,2.54,2.293677806,2.31369847,-2.024785714,0.649445713,0.664285714,0,0,0,1
4239,TaBO3,Ta,B,0.68,0.68,0.27,1.5,2.04,2.293677806,1.624661665,-0.858785714,0.880707847,0.192857143,0,0,0,1
4240,TaBaO3,Ta,Ba,0.74,0.68,1.35,1.5,0.89,2.293677806,2.64009357,-3.267857143,0.550257641,0.964285714,0,1,0,0
4241,TaBeO3,Ta,Be,0.68,0.68,0.45,1.5,1.57,2.293677806,1.803349248,-1.318785714,0.795017354,0.321428571,0,0,0,1
4242,TaBiO3,Ta,Bi,0.74,0.68,0.76,1.5,2.02,2.293677806,2.215655462,-1.835571429,0.700559496,0.542857143,0,0,0,1
4243,TaCaO3,Ta,Ca,0.74,0.68,1.0,1.5,1.0,2.293677806,2.318139449,-2.566285714,0.630503547,0.714285714,1,0,0,0
4244,TaCdO3,Ta,Cd,0.74,0.68,0.95,1.5,1.69,2.293677806,2.286435201,-2.287857143,0.643918516,0.678571429,0,1,0,0
4245,TaCeO3,Ta,Ce,0.74,0.68,0.87,1.5,1.12,2.293677806,2.268642439,-2.284785714,0.666611679,0.621428571,0,0,0,1
4246,TaCoO3,Ta,Co,0.74,0.68,0.53,1.5,1.88,2.293677806,1.930310969,-1.430642857,0.784045861,0.378571429,0,0,0,1
4247,TaCrO3,Ta,Cr,0.74,0.68,0.49,1.5,1.66,2.293677806,1.960053288,-1.411928571,0.800639424,0.35,0,1,0,0
