,Compound,A,B,r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,rhombohedral,orthorhombic,tetragonal,cubic
2347,MgCeO3,Mg,Ce,0.89,0.72,0.87,1.31,1.12,2.401380848,2.268642439,-2.468107143,0.713336797,0.621428571,0,1,0,0
2348,MgCoO3,Mg,Co,0.89,0.72,0.53,1.31,1.88,2.401380848,1.930310969,-1.550178571,0.839002347,0.378571429,0,0,0,1
2349,MgCrO3,Mg,Cr,0.89,0.72,0.55,1.31,1.66,2.401380848,1.960053288,-1.659892857,0.830397194,0.392857143,0,0,0,1
2350,MgCsO3,Mg,Cs,0.89,0.72,1.67,1.31,0.79,2.401380848,3.009747218,-4.164428571,0.527450987,1.192857143,0,0,0,1
2351,MgCuO3,Mg,Cu,0.89,0.72,0.68,1.31,1.9,2.401380848,2.005573846,-1.842214286,0.77849737,0.485714286,0,0,0,1
2352,MgDyO3,Mg,Dy,0.89,0.72,0.99,1.31,1.22,2.401380848,2.255580699,-2.675035714,0.677520723,0.707142857,0,0,0,1
2353,MgErO3,Mg,Er,0.89,0.72,0.89,1.31,1.24,2.401380848,2.250676638,-2.46975,0.707106781,0.635714286,0,0,0,1
2354,MgEuO3,Mg,Eu,0.89,0.72,1.06,1.31,1.2,2.401380848,2.354367494,-2.820642857,0.658241678,0.757142857,0,1,0,0
2355,MgFeO3,Mg,Fe,0.89,0.72,0.59,1.31,1.83,2.401380848,1.999521816,-1.685428571,0.813705793,0.421428571,0,1,0,0
2356,MgGaO3,Mg,Ga,0.89,0.72,0.62,1.31,1.81,2.401380848,1.974643898,-1.751464286,0.801621054,0.442857143,0,0,0,1
2357,MgGdO3,Mg,Gd,0.89,0.72,0.94,1.31,1.2,2.401380848,2.28415608,-2.581928571,0.691997662,0.671428571,0,0,0,1
2358,MgGeO3,Mg,Ge,0.89,0.72,0.53,1.31,2.01,2.401380848,1.899964183,-1.508857143,0.839002347,0.378571429,0,0,0,1
2359,MgHfO3,Mg,Hf,0.89,0.72,0.71,1.31,1.3,2.401380848,2.027412322,-2.092607143,0.767428687,0.507142857,0,0,0,1
2360,MgHgO3,Mg,Hg,0.89,0.72,1.11,1.31,2.0,2.401380848,2.323654714,-2.665821429,0.645129294,0.792857143,0,0,0,1
2361,MgHoO3,Mg,Ho,0.89,0.72,0.9,1.31,1.23,2.401380848,2.25865608,-2.492821429,0.704032404,0.642857143,0,0,0,1
2362,MgInO3,Mg,In,0.89,0.72,0.8,1.31,1.78,2.401380848,2.147680955,-2.119071429,0.736033877,0.571428571,0,0,0,1
2363,MgIrO3,Mg,Ir,0.89,0.72,0.63,1.31,2.2,2.401380848,2.009082787,-1.647392857,0.797672182,0.45,0,0,0,1
2364,MgKO3,Mg,K,0.89,0.72,1.38,1.31,0.82,2.401380848,2.723507129,-3.578,0.582472852,0.985714286,0,0,0,1
2365,MgLaO3,Mg,La,0.89,0.72,1.03,1.31,1.1,2.401380848,2.376509378,-2.79275,0.666368119,0.735714286,0,1,0,0
2366,MgLiO3,Mg,Li,0.89,0.72,0.76,1.31,0.98,2.401380848,2.095547886,-2.293785714,0.749664134,0.542857143,0,0,0,1
2367,MgLuO3,Mg,Lu,0.89,0.72,0.86,1.31,1.27,2.401380848,2.209114963,-2.400535714,0.716493154,0.614285714,0,0,0,1
2368,Mg2O3,Mg,Mg,0.89,0.72,0.72,1.31,1.31,2.401380848,2.046489492,-2.109321429,0.76380874,0.514285714,0,0,0,1
2369,MgMnO3,Mg,Mn,0.89,0.72,0.53,1.31,1.55,2.401380848,2.16999357,-1.655071429,0.839002347,0.378571429,0,1,0,0
2370,MgMoO3,Mg,Mo,0.89,0.72,0.65,1.31,2.16,2.401380848,1.7893,-1.699892857,0.789890014,0.464285714,0,0,0,1
2371,MgNaO3,Mg,Na,0.89,0.72,1.02,1.31,0.93,2.401380848,2.425828064,-2.826892857,0.669121706,0.728571429,0,0,0,1
2372,MgNbO3,Mg,Nb,0.89,0.72,0.68,1.31,1.6,2.401380848,1.955055241,-1.937571429,0.77849737,0.485714286,0,0,0,1
2373,MgNdO3,Mg,Nd,0.89,0.72,0.98,1.31,1.14,2.401380848,2.320966993,-2.680571429,0.680367449,0.7,0,1,0,0
2374,MgNiO3,Mg,Ni,0.89,0.72,0.48,1.31,1.91,2.401380848,2.103725488,-1.441178571,0.861316239,0.342857143,0,0,0,1
2376,MgOsO3,Mg,Os,0.89,0.72,0.57,1.31,2.2,2.401380848,1.954921624,-1.528035714,0.821966766,0.407142857,0,0,0,1
2378,MgPbO3,Mg,Pb,0.89,0.72,0.78,1.31,2.33,2.401380848,2.362863567,-1.904464286,0.742786481,0.557142857,0,0,0,1
2379,MgPdO3,Mg,Pd,0.89,0.72,0.62,1.31,2.2,2.401380848,2.04250519,-1.6275,0.801621054,0.442857143,0,0,0,1
2381,MgPrO3,Mg,Pr,0.89,0.72,0.85,1.31,1.13,2.401380848,2.340791612,-2.425142857,0.719677568,0.607142857,0,1,0,0
2382,MgPtO3,Mg,Pt,0.89,0.72,0.67,1.31,2.28,2.401380848,2.64390067,-1.701535714,0.782258227,0.478571429,0,0,0,1
2383,MgPuO3,Mg,Pu,0.89,0.72,0.83,1.31,1.28,2.401380848,2.226583834,-2.337678571,0.726132076,0.592857143,0,1,0,0
2384,MgRbO3,Mg,Rb,0.89,0.72,1.52,1.31,0.82,2.401380848,2.825996661,-3.8565,0.554546072,1.085714286,0,0,0,1
2385,MgReO3,Mg,Re,0.89,0.72,0.63,1.31,1.9,2.401380848,1.98797081,-1.74275,0.797672182,0.45,0,0,0,1
2386,MgRhO3,Mg,Rh,0.89,0.72,0.6,1.31,2.28,2.401380848,2.001424352,-1.562285714,0.809637264,0.428571429,0,0,0,1
2387,MgRuO3,Mg,Ru,0.89,0.72,0.62,1.31,2.2,2.401380848,2.018753288,-1.6275,0.801621054,0.442857143,0,0,0,1
2388,MgSbO3,Mg,Sb,0.89,0.72,0.68,1.31,2.05,2.401380848,2.075848892,-1.794535714,0.77849737,0.485714286,0,0,0,1
2389,MgScO3,Mg,Sc,0.89,0.72,0.75,1.31,1.36,2.401380848,2.074614707,-2.153107143,0.753150944,0.535714286,0,0,0,1
2390,MgSiO3,Mg,Si,0.89,0.72,0.4,1.31,1.9,2.401380848,1.783360927,-1.285214286,0.899596961,0.285714286,0,1,0,0
2391,MgSmO3,Mg,Sm,0.89,0.72,0.96,1.31,1.17,2.401380848,2.311832729,-2.63125,0.686133275,0.685714286,0,1,0,0
2392,MgSnO3,Mg,Sn,0.89,0.72,0.69,1.31,1.96,2.401380848,2.052287148,-1.843035714,0.774772502,0.492857143,0,0,0,1
2393,MgSrO3,Mg,Sr,0.89,0.72,1.18,1.31,0.95,2.401380848,2.452968591,-3.138821429,0.627625786,0.842857143,0,0,0,1
2394,MgTaO3,Mg,Ta,0.89,0.72,0.68,1.31,1.5,2.401380848,1.956808277,-1.969357143,0.77849737,0.485714286,0,0,0,1
2395,MgTbO3,Mg,Tb,0.89,0.72,0.76,1.31,1.2,2.401380848,2.256932729,-2.223857143,0.749664134,0.542857143,0,0,0,1
2397,MgTeO3,Mg,Te,0.89,0.72,0.97,1.31,2.1,2.401380848,2.115491508,-2.355535714,0.683238198,0.692857143,0,0,0,1
2398,MgThO3,Mg,Th,0.89,0.72,0.94,1.31,1.3,2.401380848,2.246056043,-2.550142857,0.691997662,0.671428571,0,0,0,1
2399,MgTiO3,Mg,Ti,0.89,0.72,0.61,1.31,1.54,2.401380848,1.927848949,-1.817392857,0.805609218,0.435714286,0,1,0,0
2400,MgTlO3,Mg,Tl,0.89,0.72,1.2,1.31,1.62,2.401380848,2.297683747,-2.965642857,0.622797896,0.857142857,0,0,0,1
2401,MgTmO3,Mg,Tm,0.89,0.72,0.96,1.31,1.25,2.401380848,2.119700811,-2.605821429,0.686133275,0.685714286,0,0,0,1
2402,MgUO3,Mg,U,0.89,0.72,0.89,1.31,1.38,2.401380848,2.0478,-2.42525,0.707106781,0.635714286,0,1,0,0
2403,MgVO3,Mg,V,0.89,0.72,0.58,1.31,1.63,2.401380848,1.758039163,-1.729107143,0.817815419,0.414285714,0,0,0,1
2404,MgWO3,Mg,W,0.89,0.72,0.66,1.31,2.36,2.401380848,1.7456,-1.656214286,0.786055597,0.471428571,0,0,0,1
2405,MgYO3,Mg,Y,0.89,0.72,0.9,1.31,1.22,2.401380848,2.235124352,-2.496,0.704032404,0.642857143,0,0,0,1
2406,MgYbO3,Mg,Yb,0.89,0.72,0.95,1.31,1.1,2.401380848,2.223980699,-2.633607143,0.689052991,0.678571429,0,0,0,1
2407,MgZnO3,Mg,Zn,0.89,0.72,0.74,1.31,1.65,2.401380848,2.096140752,-2.041035714,0.756670341,0.528571429,0,0,0,1
2408,MgZrO3,Mg,Zr,0.89,0.72,0.72,1.31,1.33,2.401380848,2.043777903,-2.102964286,0.76380874,0.514285714,0,0,0,1
2410,MnAgO3,Mn,Ag,0.96,0.62,0.95,1.55,1.93,2.472898888,2.488353231,-2.326107143,0.710115746,0.678571429,0,1,0,0
2411,MnAlO3,Mn,Al,0.65,0.62,0.54,1.55,1.61,2.472898888,1.892894405,-1.45275,0.747200465,0.385714286,0,1,0,0
2412,MnAsO3,Mn,As,0.65,0.62,0.58,1.55,2.18,2.472898888,1.932227032,-1.396571429,0.732105506,0.414285714,0,1,0,0
2413,MnAuO3,Mn,Au,0.96,0.62,0.93,1.55,2.54,2.472898888,2.31369847,-2.078892857,0.71621116,0.664285714,0,0,0,1
2414,MnBO3,Mn,B,0.65,0.62,0.27,1.55,2.04,2.472898888,1.624661665,-0.838964286,0.86800533,0.192857143,0,0,0,1
2415,MnBaO3,Mn,Ba,0.96,0.62,1.35,1.55,0.89,2.472898888,2.64009357,-3.444107143,0.606826183,0.964285714,0,1,0,0
2416,MnBeO3,Mn,Be,0.96,0.62,0.45,1.55,1.57,2.472898888,1.803349248,-1.49775,0.902038921,0.321428571,0,0,0,1
2417,MnBiO3,Mn,Bi,0.96,0.62,0.76,1.55,2.02,2.472898888,2.215655462,-1.933571429,0.772579631,0.542857143,0,1,0,0
2418,MnCaO3,Mn,Ca,0.96,0.62,1.0,1.55,1.0,2.472898888,2.318139449,-2.740142857,0.695321668,0.714285714,1,0,0,0
2419,MnCdO3,Mn,Cd,0.96,0.62,0.95,1.55,1.69,2.472898888,2.286435201,-2.408392857,0.710115746,0.678571429,0,1,0,0
2420,MnCeO3,Mn,Ce,0.96,0.62,0.87,1.55,1.12,2.472898888,2.268642439,-2.451535714,0.735141852,0.621428571,0,1,0,0
2421,MnCoO3,Mn,Co,0.96,0.62,0.53,1.55,1.88,2.472898888,1.930310969,-1.54375,0.864648707,0.378571429,0,0,0,1
2422,MnCrO3,Mn,Cr,0.96,0.62,0.55,1.55,1.66,2.472898888,1.960053288,-1.65725,0.855780515,0.392857143,0,0,0,1
2424,MnCuO3,Mn,Cu,0.65,0.62,0.54,1.55,1.9,2.472898888,2.005573846,-1.385428571,0.747200465,0.385714286,0,0,0,1
2425,MnDyO3,Mn,Dy,0.96,0.62,0.99,1.55,1.22,2.472898888,2.255580699,-2.645678571,0.698230964,0.707142857,0,0,0,1
2426,MnErO3,Mn,Er,0.96,0.62,0.89,1.55,1.24,2.472898888,2.250676638,-2.448464286,0.728721399,0.635714286,0,0,0,1
2427,MnEuO3,Mn,Eu,0.96,0.62,1.06,1.55,1.2,2.472898888,2.354367494,-2.785785714,0.678362603,0.757142857,1,0,0,0
2428,MnFeO3,Mn,Fe,0.96,0.62,0.59,1.55,1.83,2.472898888,1.999521816,-1.675107143,0.838578896,0.421428571,0,1,0,0
2429,MnGaO3,Mn,Ga,0.96,0.62,0.62,1.55,1.81,2.472898888,1.974643898,-1.739071429,0.826124754,0.442857143,0,0,0,1
2430,MnGdO3,Mn,Gd,0.96,0.62,0.94,1.55,1.2,2.472898888,2.28415608,-2.557357143,0.713150429,0.671428571,0,1,0,0
2431,MnGeO3,Mn,Ge,0.96,0.62,0.53,1.55,2.01,2.472898888,1.899964183,-1.499178571,0.864648707,0.378571429,0,1,0,0
2432,MnHfO3,Mn,Hf,0.96,0.62,0.71,1.55,1.3,2.472898888,2.027412322,-2.08525,0.790887205,0.507142857,0,1,0,0
2433,MnHgO3,Mn,Hg,0.96,0.62,1.11,1.55,2.0,2.472898888,2.323654714,-2.606678571,0.664849404,0.792857143,0,1,0,0
2434,MnHoO3,Mn,Ho,0.96,0.62,0.9,1.55,1.23,2.472898888,2.25865608,-2.470928571,0.725553045,0.642857143,0,0,0,1
2435,MnInO3,Mn,In,0.96,0.62,0.8,1.55,1.78,2.472898888,2.147680955,-2.092,0.758532729,0.571428571,0,0,0,1
2436,MnIrO3,Mn,Ir,0.96,0.62,0.63,1.55,2.2,2.472898888,2.009082787,-1.624392857,0.822055174,0.45,0,0,0,1
2437,MnKO3,Mn,K,0.96,0.62,1.38,1.55,0.82,2.472898888,2.723507129,-3.525214286,0.600277699,0.985714286,0,1,0,0
2438,MnLaO3,Mn,La,0.96,0.62,1.03,1.55,1.1,2.472898888,2.376509378,-2.762964286,0.68673745,0.735714286,0,1,0,0
2439,MnLiO3,Mn,Li,0.96,0.62,0.76,1.55,0.98,2.472898888,2.095547886,-2.290142857,0.772579631,0.542857143,0,0,0,1
2440,MnLuO3,Mn,Lu,0.96,0.62,0.86,1.55,1.27,2.472898888,2.209114963,-2.381071429,0.738394692,0.614285714,0,0,0,1
2441,MnMgO3,Mn,Mg,0.96,0.62,0.72,1.55,1.31,2.472898888,2.046489492,-2.100857143,0.787156605,0.514285714,0,0,0,1
2442,Mn2O3,Mn,Mn,0.96,0.62,0.62,1.55,1.55,2.472898888,2.16999357,-1.828214286,0.826124754,0.442857143,0,0,0,1
2443,MnMoO3,Mn,Mo,0.96,0.62,0.65,1.55,2.16,2.472898888,1.7893,-1.676178571,0.814035124,0.464285714,0,1,0,0
2444,MnNaO3,Mn,Na,0.96,0.62,1.02,1.55,0.93,2.472898888,2.425828064,-2.802214286,0.689575208,0.728571429,0,1,0,0
2445,MnNbO3,Mn,Nb,0.96,0.62,0.68,1.55,1.6,2.472898888,1.955055241,-1.925285714,0.802294233,0.485714286,0,1,0,0
2446,MnNdO3,Mn,Nd,0.96,0.62,0.98,1.55,1.14,2.472898888,2.320966993,-2.654071429,0.701164707,0.7,0,1,0,0
2447,MnNiO3,Mn,Ni,0.96,0.62,0.48,1.55,1.91,2.472898888,2.103725488,-1.438285714,0.887644683,0.342857143,0,0,0,1
2449,MnOsO3,Mn,Os,0.96,0.62,0.57,1.55,2.2,2.472898888,1.954921624,-1.510178571,0.847092388,0.407142857,0,0,0,1
2451,MnPbO3,Mn,Pb,0.96,0.62,0.78,1.55,2.33,2.472898888,2.362863567,-1.865357143,0.765491745,0.557142857,0,1,0,0
2452,MnPdO3,Mn,Pd,0.96,0.62,0.62,1.55,2.2,2.472898888,2.04250519,-1.605357143,0.826124754,0.442857143,0,0,0,1
2454,MnPrO3,Mn,Pr,0.96,0.62,0.85,1.55,1.13,2.472898888,2.340791612,-2.410035714,0.741676446,0.607142857,0,1,0,0
2455,MnPtO3,Mn,Pt,0.96,0.62,0.67,1.55,2.28,2.472898888,2.64390067,-1.673107143,0.80617005,0.478571429,0,0,0,1
2456,MnPuO3,Mn,Pu,0.96,0.62,0.83,1.55,1.28,2.472898888,2.226583834,-2.320535714,0.748328253,0.592857143,0,1,0,0
2457,MnRbO3,Mn,Rb,0.96,0.62,1.52,1.55,0.82,2.472898888,2.825996661,-3.791714286,0.571497262,1.085714286,0,0,0,1
2458,MnReO3,Mn,Re,0.96,0.62,0.63,1.55,1.9,2.472898888,1.98797081,-1.72725,0.822055174,0.45,0,1,0,0
2459,MnRhO3,Mn,Rh,0.96,0.62,0.6,1.55,2.28,2.472898888,2.001424352,-1.539857143,0.834386002,0.428571429,0,0,0,1
2460,MnRuO3,Mn,Ru,0.96,0.62,0.62,1.55,2.2,2.472898888,2.018753288,-1.605357143,0.826124754,0.442857143,0,1,0,0
2461,MnSbO3,Mn,Sb,0.96,0.62,0.6,1.55,2.05,2.472898888,2.075848892,-1.618714286,0.834386002,0.428571429,0,0,0,1
2462,MnScO3,Mn,Sc,0.96,0.62,0.75,1.55,1.36,2.472898888,2.074614707,-2.140821429,0.776173025,0.535714286,0,0,0,1
2463,MnSiO3,Mn,Si,0.96,0.62,0.4,1.55,1.9,2.472898888,1.783360927,-1.289428571,0.927095558,0.285714286,0,1,0,0
2464,MnSmO3,Mn,Sm,0.96,0.62,0.96,1.55,1.17,2.472898888,2.311832729,-2.605714286,0.707106781,0.685714286,0,1,0,0
2465,MnSnO3,Mn,Sn,0.96,0.62,0.69,1.55,1.96,2.472898888,2.052287148,-1.820892857,0.798455504,0.492857143,0,1,0,0
2466,MnSrO3,Mn,Sr,0.96,0.62,1.18,1.55,0.95,2.472898888,2.452968591,-3.099928571,0.646810854,0.842857143,0,1,0,0
2467,MnTaO3,Mn,Ta,0.96,0.62,0.68,1.55,1.5,2.472898888,1.956808277,-1.959571429,0.802294233,0.485714286,0,1,0,0
2468,MnTbO3,Mn,Tb,0.96,0.62,0.76,1.55,1.2,2.472898888,2.256932729,-2.214714286,0.772579631,0.542857143,0,1,0,0
2470,MnTeO3,Mn,Te,0.96,0.62,0.97,1.55,2.1,2.472898888,2.115491508,-2.305892857,0.704123208,0.692857143,0,0,0,1
2471,MnThO3,Mn,Th,0.96,0.62,0.94,1.55,1.3,2.472898888,2.246056043,-2.523071429,0.713150429,0.671428571,0,0,0,1
2472,MnTiO3,Mn,Ti,0.96,0.62,0.61,1.55,1.54,2.472898888,1.927848949,-1.812607143,0.830234828,0.435714286,0,1,0,0
2473,MnTlO3,Mn,Tl,0.96,0.62,1.2,1.55,1.62,2.472898888,2.297683747,-2.908285714,0.641835386,0.857142857,1,0,0,0
2474,MnTmO3,Mn,Tm,0.96,0.62,0.96,1.55,1.25,2.472898888,2.119700811,-2.578285714,0.707106781,0.685714286,0,0,0,1
2475,MnUO3,Mn,U,0.96,0.62,0.89,1.55,1.38,2.472898888,2.0478,-2.400464286,0.728721399,0.635714286,0,0,0,1
2476,MnVO3,Mn,V,0.96,0.62,0.58,1.55,1.63,2.472898888,1.758039163,-1.724642857,0.842814143,0.414285714,0,1,0,0
2477,MnWO3,Mn,W,0.96,0.62,0.66,1.55,2.36,2.472898888,1.7456,-1.626642857,0.810083497,0.471428571,1,0,0,0
2478,MnYO3,Mn,Y,0.96,0.62,0.9,1.55,1.22,2.472898888,2.235124352,-2.474357143,0.725553045,0.642857143,0,0,0,1
2479,MnYbO3,Mn,Yb,0.96,0.62,0.95,1.55,1.1,2.472898888,2.223980699,-2.610678571,0.710115746,0.678571429,1,0,0,0
2480,MnZnO3,Mn,Zn,0.96,0.62,0.74,1.55,1.65,2.472898888,2.096140752,-2.022357143,0.779800002,0.528571429,0,0,0,1
2481,MnZrO3,Mn,Zr,0.96,0.62,0.72,1.55,1.33,2.472898888,2.043777903,-2.094,0.787156605,0.514285714,0,1,0,0
2483,MoAgO3,Mo,Ag,0.69,0.62,0.75,2.16,1.93,2.079035521,2.488353231,-1.636392857,0.687373569,0.535714286,0,1,0,0
2484,MoAlO3,Mo,Al,0.69,0.62,0.54,2.16,1.61,2.079035521,1.892894405,-1.36125,0.761779986,0.385714286,0,0,0,1
2485,MoAsO3,Mo,As,0.69,0.62,0.58,2.16,2.18,2.079035521,1.932227032,-1.288214286,0.746390491,0.414285714,0,0,0,1
2486,MoAuO3,Mo,Au,0.73,0.62,0.93,2.16,2.54,2.079035521,2.31369847,-1.802357143,0.64641092,0.664285714,0,0,0,1
2487,MoBO3,Mo,B,0.69,0.62,0.27,2.16,2.04,2.079035521,1.624661665,-0.800142857,0.88494202,0.192857143,0,0,0,1
2488,MoBaO3,Mo,Ba,0.65,0.62,1.35,2.16,0.89,2.079035521,2.64009357,-2.867678571,0.527115964,0.964285714,1,0,0,0
2489,MoBeO3,Mo,Be,0.65,0.62,0.45,2.16,1.57,2.079035521,1.803349248,-1.192678571,0.783550758,0.321428571,0,0,0,1
2490,MoBiO3,Mo,Bi,0.69,0.62,1.03,2.16,2.02,2.079035521,2.215655462,-2.086214286,0.60817003,0.735714286,0,0,0,1
2491,MoCaO3,Mo,Ca,0.65,0.62,1.0,2.16,1.0,2.079035521,2.318139449,-2.252142857,0.603987042,0.714285714,0,1,0,0
2492,MoCdO3,Mo,Cd,0.65,0.62,0.95,2.16,1.69,2.079035521,2.286435201,-2.007678571,0.61683783,0.678571429,0,1,0,0
2493,MoCeO3,Mo,Ce,0.69,0.62,1.01,2.16,1.12,2.079035521,2.268642439,-2.274285714,0.613217084,0.721428571,1,0,0,0
2494,MoCoO3,Mo,Co,0.69,0.62,0.61,2.16,1.88,2.079035521,1.930310969,-1.412714286,0.735250335,0.435714286,0,0,0,1
2495,MoCrO3,Mo,Cr,0.69,0.62,0.62,2.16,1.66,2.079035521,1.960053288,-1.483785714,0.731610482,0.442857143,0,0,0,1
2496,MoCsO3,Mo,Cs,0.73,0.62,1.67,2.16,0.79,2.079035521,3.009747218,-3.506035714,0.490598516,1.192857143,0,1,0,0
2497,MoCuO3,Mo,Cu,0.69,0.62,0.54,2.16,1.9,2.079035521,2.005573846,-1.289785714,0.761779986,0.385714286,0,1,0,0
2498,MoDyO3,Mo,Dy,0.65,0.62,1.07,2.16,1.22,2.079035521,2.255580699,-2.319071429,0.586870001,0.764285714,0,0,0,1
2499,MoErO3,Mo,Er,0.69,0.62,0.89,2.16,1.24,2.079035521,2.250676638,-2.042428571,0.64535073,0.635714286,0,0,0,1
2500,MoEuO3,Mo,Eu,0.69,0.62,0.95,2.16,1.2,2.079035521,2.354367494,-2.153428571,0.628873691,0.678571429,0,1,0,0
2501,MoFeO3,Mo,Fe,0.65,0.62,0.78,2.16,1.83,2.079035521,1.999521816,-1.688607143,0.664939863,0.557142857,0,0,0,1
2502,MoGaO3,Mo,Ga,0.69,0.62,0.62,2.16,1.81,2.079035521,1.974643898,-1.446821429,0.731610482,0.442857143,0,0,0,1
2503,MoGdO3,Mo,Gd,0.69,0.62,0.94,2.16,1.2,2.079035521,2.28415608,-2.136571429,0.631561185,0.671428571,0,0,0,1
2504,MoGeO3,Mo,Ge,0.73,0.62,0.63,2.16,2.01,2.079035521,1.899964183,-1.434821429,0.741939628,0.45,0,0,0,1
2505,MoHfO3,Mo,Hf,0.69,0.62,0.71,2.16,1.3,2.079035521,2.027412322,-1.724214286,0.700404347,0.507142857,0,0,0,1
2506,MoHgO3,Mo,Hg,0.65,0.62,1.02,2.16,2.0,2.079035521,2.323654714,-2.053714286,0.598995414,0.728571429,0,0,0,1
2507,MoHoO3,Mo,Ho,0.65,0.62,0.9,2.16,1.23,2.079035521,2.25865608,-2.030178571,0.630247348,0.642857143,0,0,0,1
2508,MoInO3,Mo,In,0.69,0.62,0.8,2.16,1.78,2.079035521,2.147680955,-1.757642857,0.671751442,0.571428571,1,0,0,0
2509,MoIrO3,Mo,Ir,0.69,0.62,0.68,2.16,2.2,2.079035521,2.009082787,-1.451857143,0.710506333,0.485714286,0,0,0,1
2510,MoKO3,Mo,K,0.73,0.62,1.38,2.16,0.82,2.079035521,2.723507129,-3.009357143,0.541776059,0.985714286,0,1,0,0
2511,MoLaO3,Mo,La,0.69,0.62,1.03,2.16,1.1,2.079035521,2.376509378,-2.312928571,0.60817003,0.735714286,0,0,0,1
2512,MoLiO3,Mo,Li,0.73,0.62,0.76,2.16,0.98,2.079035521,2.095547886,-1.9225,0.697285854,0.542857143,0,1,0,0
2513,MoLuO3,Mo,Lu,0.69,0.62,0.86,2.16,1.27,2.079035521,2.209114963,-1.984464286,0.653917333,0.614285714,0,0,0,1
2514,MoMgO3,Mo,Mg,0.65,0.62,0.72,2.16,1.31,2.079035521,2.046489492,-1.708178571,0.683758916,0.514285714,0,0,0,1
2515,MoMnO3,Mo,Mn,0.69,0.62,0.65,2.16,1.55,2.079035521,2.16999357,-1.561464286,0.720903987,0.464285714,0,0,0,1
2516,Mo2O3,Mo,Mo,0.69,0.62,0.69,2.16,2.16,2.079035521,1.7893,-1.478571429,0.707106781,0.492857143,0,0,0,1
2517,MoNaO3,Mo,Na,0.73,0.62,1.02,2.16,0.93,2.079035521,2.425828064,-2.373821429,0.622370845,0.728571429,0,1,0,0
2518,MoNbO3,Mo,Nb,0.65,0.62,0.72,2.16,1.6,2.079035521,1.955055241,-1.640857143,0.683758916,0.514285714,0,0,0,1
2519,MoNdO3,Mo,Nd,0.69,0.62,0.98,2.16,1.14,2.079035521,2.320966993,-2.218785714,0.620946711,0.7,0,0,0,1
2520,MoNiO3,Mo,Ni,0.65,0.62,0.69,2.16,1.91,2.079035521,2.103725488,-1.518321429,0.693573637,0.492857143,0,0,0,1
2522,MoOsO3,Mo,Os,0.73,0.62,0.57,2.16,2.2,2.079035521,1.954921624,-1.284142857,0.764536774,0.407142857,0,0,0,1
2524,MoPbO3,Mo,Pb,0.73,0.62,0.99,2.16,2.33,2.079035521,2.362863567,-1.95825,0.630183031,0.707142857,1,0,0,0
2525,MoPdO3,Mo,Pd,0.65,0.62,0.86,2.16,2.2,2.079035521,2.04250519,-1.737571429,0.641402169,0.614285714,0,0,0,1
2527,MoPrO3,Mo,Pr,0.69,0.62,0.99,2.16,1.13,2.079035521,2.340791612,-2.238107143,0.618348608,0.707142857,0,0,0,1
2528,MoPtO3,Mo,Pt,0.73,0.62,0.67,2.16,2.28,2.079035521,2.64390067,-1.431857143,0.72760263,0.478571429,0,0,0,1
2529,MoPuO3,Mo,Pu,0.73,0.62,0.83,2.16,1.28,2.079035521,2.226583834,-1.962285714,0.675397957,0.592857143,0,0,1,0
2530,MoRbO3,Mo,Rb,0.73,0.62,1.52,2.16,0.82,2.079035521,2.825996661,-3.245357143,0.515800494,1.085714286,0,1,0,0
2531,MoReO3,Mo,Re,0.65,0.62,0.63,2.16,1.9,2.079035521,1.98797081,-1.4195,0.71407335,0.45,0,0,0,1
2532,MoRhO3,Mo,Rh,0.69,0.62,0.67,2.16,2.28,2.079035521,2.001424352,-1.415285714,0.713938731,0.478571429,0,0,0,1
2533,MoRuO3,Mo,Ru,0.65,0.62,0.68,2.16,2.2,2.079035521,2.018753288,-1.434142857,0.696908126,0.485714286,0,0,0,1
2534,MoSbO3,Mo,Sb,0.73,0.62,0.68,2.16,2.05,2.079035521,2.075848892,-1.508678571,0.72410454,0.485714286,0,0,0,1
2535,MoScO3,Mo,Sc,0.69,0.62,0.75,2.16,1.36,2.079035521,2.074614707,-1.776857143,0.687373569,0.535714286,0,0,0,1
2536,MoSiO3,Mo,Si,0.73,0.62,0.4,2.16,1.9,2.079035521,1.783360927,-1.075785714,0.836743024,0.285714286,0,0,0,1
2537,MoSmO3,Mo,Sm,0.65,0.62,1.22,2.16,1.17,2.079035521,2.311832729,-2.583535714,0.553270573,0.871428571,0,0,0,1
2538,MoSnO3,Mo,Sn,0.73,0.62,0.69,2.16,1.96,2.079035521,2.052287148,-1.549,0.720639925,0.492857143,0,1,0,0
2539,MoSrO3,Mo,Sr,0.65,0.62,1.18,2.16,0.95,2.079035521,2.452968591,-2.567178571,0.561848411,0.842857143,1,0,0,0
2540,MoTaO3,Mo,Ta,0.65,0.62,0.72,2.16,1.5,2.079035521,1.956808277,-1.664071429,0.683758916,0.514285714,0,0,0,1
2541,MoTbO3,Mo,Tb,0.65,0.62,0.92,2.16,1.2,2.079035521,2.256932729,-2.070857143,0.624814182,0.657142857,0,0,0,1
2543,MoTeO3,Mo,Te,0.73,0.62,0.77,2.16,2.1,2.079035521,2.115491508,-1.647357143,0.694072555,0.55,0,0,0,1
